1.11
1.11
1.8
1.8
1.8
1.79
1.78
1.79
1.79
1.79
1.79
1.79
1.79
1.79
1.12
0.77
0.77
0.77
0.77
0.33
0.32
0.32
0.33
0.0
1.79
1.75
1.76
1.76
1.74
1.74
1.74
1.76
1.76
1.74
0.67
0.66
0.66
0.67
1.74
1.74
1.74
1.75
1.76
1.78
1.78
1.75
1.75
1.75
1.78
